followers;genres;popularity;nationality;sex;group;founded;born;first_release;last_release;died;compilations;total_albums;total_appears_on;total_singles;total_tracks
468635;['polish hip hop', 'polish trap'];65;poland;M;0;;1995.0;2016-06-06;2020-04-21;99.0;0;5;28;30;103
3154169;['banda', 'grupera', 'norteno'];77;mexico;G;1;1997.0;;2009-01-01;2019-09-20;;0;50;0;0;877
295746;['brazilian rock', 'mpb', 'nova mpb'];51;brazil;G;1;2003.0;;2016-09-01;2020-04-03;;1;9;7;14;154
202685;['brostep', 'edm', 'electro house'];71;us;G;1;2010.0;;2016-11-18;2020-05-21;;0;1;0;49;84
200924;['pop', 'post-teen pop', 'social media pop', 'viral pop'];70;us;F;0;;1993.0;2014-02-07;2020-05-15;99.0;0;0;13;30;82
232096;['anthem emo', 'pixie', 'pop punk'];60;us;G;1;2010.0;;2010-08-17;2019-11-08;;5;9;9;14;130
294906;['baile pop', 'funk carioca'];57;brazil;F;0;;1997.0;2018-07-05;2020-04-17;99.0;0;0;4;26;30
227183;['funk carioca', 'funk ostentacao'];53;brazil;M;0;;99.0;2016-09-26;2020-05-16;99.0;0;0;0;50;54
3281709;['german hip hop'];82;germany;M;0;;1994.0;2016-01-29;2020-05-29;99.0;2;7;9;35;233
3527849;['latin', 'latin arena pop', 'latin pop'];77;mexico;G;1;2005.0;;2006-07-18;2020-05-08;;0;14;0;36;246
291601;['funk carioca'];45;brazil;M;0;;99.0;2019-01-19;2020-05-05;99.0;0;1;0;49;57
269197;['deep german hip hop', 'german cloud rap', 'german hip hop'];64;germany;M;0;;1983.0;2015-02-27;2020-04-16;99.0;0;4;33;23;111
425518;['chillhop', 'downtempo', 'japanese chillhop'];64;japan;M;0;;1974.0;2003-08-21;2020-04-10;2010.0;4;7;10;1;113
5200602;['contemporary country', 'country', 'country road'];79;us;M;0;;1976.0;2007-01-01;2020-03-13;99.0;18;16;22;11;252
203512;['dancehall', 'old school dancehall', 'reggae fusion'];56;jamaica;M;0;;1975.0;2000-01-01;2020-05-06;99.0;0;15;0;35;266
240694;['anthem worship', 'ccm', 'christian music'];63;us;F;0;;1981.0;2008-05-02;2020-05-15;99.0;31;6;41;8;76
10254793;['dance pop', 'electropop', 'etherpop'];90;us;F;0;;1994.0;2014-07-15;2020-05-01;99.0;0;11;5;34;216
309916;['latin alternative', 'latin hip hop', 'rap latina'];65;spain;F;0;;1979.0;2003-01-01;2020-05-28;99.0;2;12;18;20;187
950145;['deep indian pop', 'filmi', 'modern bollywood'];58;india;M;0;;1979.0;2004-10-15;2019-07-31;99.0;0;50;0;0;463
2352454;['europop', 'new wave pop', 'soft rock'];75;uk;M;0;;1963.0;1987-10-30;2020-02-28;2016.0;2;11;0;37;260
229360;['italian hip hop', 'italian pop', 'italian underground hip hop'];55;italy;M;0;;1986.0;2004-01-01;2020-05-22;99.0;11;13;27;10;247
222078;['reggae', 'reggae fusion', 'roots reggae'];63;jamaica;G;1;1968.0;;1976-01-01;2019-10-04;;4;14;18;19;185
580814;['latin christian', 'latin worship'];66;us;F;0;;1982.0;2006-01-31;2020-05-18;99.0;0;9;0;41;278
1145307;['album rock', 'classic rock', 'folk rock'];75;us;G;1;1970.0;;1972-01-01;2019-11-12;;5;38;0;6;490
554968;['dutch hip hop', 'dutch pop', 'dutch urban'];73;netherlands;M;0;;1992.0;2013-01-01;2020-05-28;99.0;5;5;10;35;126
818165;['banda', 'cumbia', 'grupera'];67;mexico;G;1;1969.0;;2015-02-20;2019-12-23;;0;50;0;0;690
505196;['dance pop', 'hip pop', 'neo soul'];57;us;M;0;;1976.0;1991-01-01;2020-05-22;99.0;6;3;41;5;46
721909;['mexican hip hop', 'perreo'];73;mexico;M;0;;1999.0;2016-10-20;2020-05-30;99.0;0;7;0;43;141
303330;['alternative dance', 'art pop', 'dream pop'];55;sweden;G;1;1975.0;;2009-01-01;2019-12-13;;0;24;0;26;366
502466;['atl hip hop', 'crunk', 'dirty south rap'];56;us;M;0;;1982.0;2007-09-24;2020-05-29;99.0;0;48;0;2;648
301371;['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'rock', 'texas blues'];51;us;M;0;;1944.0;1973-01-01;2019-11-15;2014.0;0;50;0;0;618
315090;['dance pop', 'norwegian hip hop', 'pop rap'];66;norway;G;1;1992.0;;2004-01-01;2019-08-16;;0;20;0;30;330
205504;['hip pop', 'new jack swing', 'r&b'];50;us;F;0;;1973.0;1995-01-01;2020-05-29;99.0;5;6;36;8;95
383117;['brazilian hip hop', 'funk carioca', 'funk ostentacao'];49;brazil;G;1;2010.0;;2012-07-12;2020-05-15;;5;3;18;23;62
247263;['uk hip hop'];74;uk;G;1;2014.0;;2017-02-19;2020-05-01;;0;4;14;30;105
396628;['alternative rock', 'dream pop', 'melancholia'];63;us;G;1;1989.0;;1990-01-01;2019-06-10;;35;4;40;6;59
309495;['axe', 'pagode'];62;brazil;M;0;;1976.0;2000-08-10;2020-05-04;99.0;0;26;13;15;403
415595;['contemporary country', 'country', 'country road'];61;us;M;0;;1966.0;1993-01-01;2019-12-27;99.0;28;13;30;5;156
781338;['k-pop', 'k-pop girl group'];57;south korea;G;1;2009.0;;2009-01-09;2016-11-02;;1;5;1;8;81
860143;['adoracao', 'brazilian gospel'];53;brazil;F;0;;1972.0;1996-01-01;2020-05-20;99.0;0;30;5;15;401
420327;['dark trap', 'emo rap', 'underground hip hop'];66;sweden;M;0;;1996.0;2013-08-16;2020-05-15;99.0;0;7;20;32;134
2256643;['contemporary country', 'country', 'country dawn'];72;us;F;0;;1983.0;2005-01-01;2019-11-01;99.0;22;9;34;7;149
486955;['brazilian edm', 'brazilian hip hop', 'r&b brasileiro'];70;brazil;F;0;;1994.0;2017-07-15;2020-05-22;99.0;1;3;8;41;69
737611;['east coast hip hop', 'hardcore hip hop', 'hip hop'];65;us;G;1;1983.0;;1984-01-01;2019-05-31;;11;33;1;5;449
375136;['k-pop girl group'];61;99;G;1;2018.0;;2018-03-11;2018-11-03;;0;0;0;1;1
1544067;['pop rap'];78;us;M;0;;1983.0;2005-01-01;2019-12-31;99.0;5;3;26;22;95
597894;['brazilian emo', 'brazilian hardcore', 'brazilian rock'];60;brazil;G;1;1995.0;;2001-01-01;2018-12-14;;13;11;15;9;214
260470;['instrumental rock'];62;us;G;1;2010.0;;2013-04-21;2019-10-28;;2;9;5;14;128
303422;['art pop', 'chamber pop', 'chamber psych'];64;us;F;0;;1981.0;2010-01-26;2020-05-15;99.0;2;8;15;30;157
466180;['brazilian gospel'];51;brazil;F;0;;1982.0;2000-01-01;2020-05-08;99.0;5;11;15;25;186
661872;['k-pop', 'korean pop', 'korean r&b'];71;south korea;M;0;;1992.0;2014-07-11;2020-05-16;99.0;8;0;32;30;66
602602;['mexican hip hop', 'rap conciencia', 'spanish hip hop'];63;spain;M;0;;1974.0;2003-07-26;2020-03-11;99.0;5;8;35;14;158
1073347;['french hip hop', 'pop urbaine', 'rap francais'];71;france;M;0;;1991.0;2017-12-01;2020-05-26;99.0;19;5;22;24;95
353957;['dutch pop', 'dutch rock', 'levenslied'];66;netherlands;M;0;;1951.0;1977-01-01;2020-02-28;2004.0;0;43;0;7;799
225219;['axe', 'brazilian reggae'];51;brazil;M;0;;1955.0;1988-01-03;2016-08-19;99.0;4;7;13;1;101
3334406;['album rock', 'art rock', 'classic rock'];73;uk;M;0;;1940.0;1968-11-29;2020-04-17;1980.0;16;15;25;5;244
218459;['mellow gold'];65;us;M;0;;1956.0;1985-01-01;2020-02-26;99.0;9;30;13;6;456
1234477;['funk carioca', 'sertanejo pop', 'sertanejo universitario'];65;brazil;M;0;;1998.0;2014-10-28;2020-03-13;99.0;4;4;24;16;74
628202;['dance pop', 'electropowerpop', 'pop'];65;us;G;1;2004.0;;2007-07-23;2016-09-02;;0;17;0;33;275
590373;['alternative r&b', 'dmv rap', 'rap'];78;us;M;0;;1995.0;2015-01-21;2020-02-07;99.0;2;2;20;21;84
564116;['hip hop', 'melodic rap', 'pop rap'];74;us;G;1;2017.0;;2017-08-25;2020-02-21;;19;4;25;26;158
323468;['classic soul', 'disco', 'funk'];55;us;G;1;1963.0;;1972-01-01;2020-01-31;;15;31;0;4;382
656396;['country', 'country road', 'country rock'];68;us;G;1;1969.0;;1979-12-28;2017-10-06;;3;41;0;6;672
526190;['deep pop r&b', 'dirty south rap', 'pop rap'];56;us;M;0;;1989.0;2010-09-05;2020-05-30;99.0;1;8;7;38;178
214735;['alternative hip hop', 'funk', 'hip hop'];66;us;M;0;;1973.0;1999-06-04;2020-01-31;99.0;0;38;0;12;791
235016;['christian hip hop', 'christian trap'];62;us;M;0;;1988.0;2012-07-17;2020-05-22;99.0;1;5;23;32;115
246684;['dutch pop', 'dutch rock'];65;netherlands;M;0;;1972.0;1995-01-01;2020-01-10;99.0;0;19;0;31;346
221047;['dance pop', 'escape room', 'future funk', 'hyperpop', 'japanese electropop'];60;uk;G;1;2011.0;;2013-04-17;2020-02-24;;2;6;9;36;152
606679;['bass trap', 'big room', 'dance pop'];67;netherlands;G;1;2007.0;;2017-08-09;2020-05-22;;0;1;0;49;78
909710;['adult standards', 'soft rock'];68;us;M;0;;1953.0;1975-01-02;2019-03-20;99.0;7;36;0;7;435
660410;['french hip hop', 'pop urbaine'];76;france;M;0;;1992.0;2017-11-22;2020-03-18;99.0;37;1;43;6;21
370832;['chicago rap', 'escape room', 'pop'];57;us;F;0;;1997.0;2015-09-10;2020-05-31;99.0;0;6;23;30;108
833134;['italian arena pop', 'italian pop'];66;italy;G;1;2011.0;;2014-01-01;2019-12-06;;1;6;9;13;88
350050;['k-hop', 'k-indie', 'k-pop'];60;south korea;M;0;;1989.0;2012-07-13;2020-05-11;99.0;7;3;31;24;77
507233;['latin', 'latin hip hop', 'perreo'];70;puerto rico;M;0;;1972.0;1997-01-01;2020-05-28;99.0;0;26;0;24;460
812589;['k-pop'];62;south korea;M;0;;1992.0;2016-05-25;2020-05-12;99.0;3;0;14;12;28
290877;['album rock', 'blues rock', 'classic rock'];52;us;G;1;1971.0;;1978-01-01;2019-11-29;;26;18;20;6;228
512959;['brostep', 'canadian electronic', 'edm'];66;canada;M;0;;1986.0;2008-08-14;2020-04-03;99.0;0;10;0;40;207
1698177;['contemporary country', 'country', 'country road'];70;us;M;0;;1973.0;2003-01-01;2019-07-19;99.0;29;9;31;9;114
556163;['deep pop r&b', 'hip pop', 'neo soul'];53;us;F;0;;1973.0;1998-01-01;2020-05-08;99.0;11;8;31;10;114
2816761;['album rock', 'birmingham metal', 'hard rock'];78;uk;M;0;;1948.0;1980-09-20;2020-02-21;99.0;17;20;17;9;256
1206292;['alternative metal', 'alternative rock', 'grunge'];64;us;M;0;;1964.0;1999-01-01;2019-09-20;2017.0;7;17;8;25;340
1902583;['contemporary country', 'country', 'country road'];72;us;M;0;;1985.0;2009-01-01;2019-10-04;99.0;15;14;31;9;271
3091993;['dance pop', 'pop', 'pop rap'];80;us;M;0;;1973.0;2004-01-01;2020-02-14;99.0;4;6;13;26;145
563801;['art pop', 'chamber pop', 'electropop'];63;us;F;0;;1982.0;2007-04-06;2020-05-08;99.0;16;12;18;20;178
1561201;['indie pop', 'indie poptimism', 'modern alternative rock'];72;us;G;1;2006.0;;2012-07-02;2019-08-23;;24;6;33;15;114
951710;['dance pop', 'new wave pop', 'pop rock'];71;uk;F;0;;1971.0;1999-01-01;2020-05-29;99.0;0;30;0;20;435
330542;['italian arena pop', 'italian pop'];53;italy;M;0;;1995.0;2014-05-12;2019-05-31;99.0;1;3;6;10;52
5282550;['east coast hip hop', 'hip hop', 'pop rap'];85;us;M;0;;1969.0;1997-04-11;2017-07-07;99.0;0;50;0;0;770
728612;['mpb', 'samba', 'samba-rock'];66;brazil;M;0;;1970.0;2001-01-01;2020-03-27;99.0;5;21;10;19;302
376867;['alternative dance', 'art pop', 'big beat'];57;uk;G;1;1999.0;;2000-01-09;2018-11-30;;0;27;0;23;375
324331;['italian hip hop'];59;italy;M;0;;1991.0;2017-11-17;2020-05-15;99.0;0;3;9;11;53
7217706;['dance pop', 'pop', 'pop rap'];81;us;F;0;;1981.0;1999-12-01;2020-05-29;99.0;1;15;0;34;372
4195673;['latin', 'latin pop', 'rap latina'];86;dominican republic;F;0;;1986.0;2012-03-28;2020-05-15;99.0;10;2;19;28;52
656164;['afrofuturismo brasileiro', 'brazilian hip hop'];74;brazil;M;0;;1994.0;2015-05-08;2020-05-08;99.0;0;7;11;34;118
874904;['alternative hip hop', 'conscious hip hop', 'east coast hip hop'];64;us;G;1;1987.0;;1994-05-04;2020-01-24;;0;36;0;14;549
991056;['latin', 'latin hip hop', 'reggaeton'];76;puerto rico;M;0;;1991.0;2015-09-21;2020-05-15;99.0;0;5;0;45;98
322019;['vallenato'];45;colombia;M;0;;1973.0;2005-05-02;2019-07-12;99.0;6;3;16;4;46
227309;['hip hop', 'new jack swing', 'rap'];54;us;G;1;1992.0;;1992-01-01;1996-01-09;;25;3;30;8;72
1832667;['latin', 'latin pop', 'reggaeton'];80;venezuela;G;1;2011.0;;2016-04-15;2020-05-15;;21;1;29;21;38
972290;['latin', 'latin alternative', 'latin arena pop'];70;us;M;0;;1958.0;2001-10-23;2020-04-19;99.0;13;10;20;13;141
265716;['axe', 'forro', 'funk carioca'];63;brazil;G;1;2002.0;;2012-04-08;2020-05-23;;0;34;0;16;829
572086;['desi pop', 'filmi', 'indian folk'];55;india;M;0;;1958.0;1971-01-01;2020-04-15;99.0;0;48;0;2;439
2336541;['latin', 'reggaeton', 'reggaeton flow'];81;puerto rico;M;0;;1992.0;2016-07-22;2020-05-01;99.0;0;0;0;50;50
263982;['conscious hip hop', 'hardcore hip hop', 'hip hop'];57;us;G;1;1996.0;;2003-01-01;2018-06-22;;1;15;10;12;311
246175;['polish hip hop', 'south african gospel'];57;us;F;0;;1993.0;2013-04-11;2020-05-21;99.0;0;5;23;16;89
541538;['french hip hop', 'pop urbaine', 'rap francais'];64;france;M;0;;1987.0;2007-09-17;2020-04-19;99.0;2;16;14;22;294
266192;['axe', 'pagode', 'pagode baiano'];51;brazil;G;1;1999.0;;2004-01-01;2020-02-19;;3;6;8;13;102
217924;['country', 'country road', 'country rock'];55;us;G;1;1984.0;;1989-01-01;2019-10-25;;14;10;17;10;130
5741704;['canadian pop', 'candy pop', 'dance pop'];79;canada;F;0;;1984.0;2002-04-06;2020-04-24;99.0;6;8;12;31;191
594567;['alternative rock', 'art pop', 'art rock'];62;uk;F;0;;1969.0;1991-09-30;2020-05-28;99.0;1;22;1;27;328
822027;['brazilian hip hop'];50;brazil;G;1;2016.0;;2016-12-26;2018-12-17;;1;0;19;15;23
430861;['atl hip hop', 'crunk', 'dirty south rap'];55;us;M;0;;1984.0;2003-02-09;2019-02-25;99.0;0;21;0;29;449
1080758;['dance pop', 'dirty south rap', 'gangster rap'];67;us;M;0;;1976.0;2005-01-03;2019-11-08;99.0;0;30;0;20;432
1625893;['brasilia hip hop', 'brazilian edm'];69;brazil;G;1;1997.0;;2003-10-07;2020-05-29;;0;8;7;38;153
533511;['turkish pop'];61;turkey;M;0;;1974.0;1993-08-09;2020-04-17;99.0;1;25;4;20;347
281612;['brazilian gospel'];43;brazil;F;0;;1983.0;2008-08-08;2020-04-14;99.0;6;13;20;8;161
246407;['bolero', 'latin pop', 'mexican rock-and-roll'];56;mexico;M;0;;1943.0;1960-01-01;2019-07-12;99.0;3;35;10;8;618
521568;['alternative dance', 'dance pop', 'dance-punk'];63;uk;G;1;2000.0;;2000-01-01;2019-12-13;;0;18;0;32;341
533200;['british soul', 'indie r&b', 'indie soul'];64;uk;F;0;;1989.0;2011-10-10;2020-05-18;99.0;2;10;9;31;188
255384;['adult standards', 'new jack swing', 'quiet storm'];62;us;M;0;;1951.0;1978-01-16;2018-12-07;1965.0;13;22;15;5;231
289410;['funk bh', 'funk carioca', 'funk ostentacao'];58;brazil;M;0;;1995.0;2014-11-03;2020-03-13;99.0;0;2;14;41;68
636128;['mexican hip hop', 'perreo'];64;mexico;G;1;99.0;;2015-04-20;2020-05-22;;0;18;2;31;322
276675;['gospel'];58;us;M;0;;1960.0;1991-05-28;2020-04-24;99.0;6;21;8;18;334
1078096;['dance pop', 'electropop', 'indie poptimism'];76;us;F;0;;1998.0;2016-08-30;2020-04-24;99.0;10;3;18;30;75
209218;['turkish jazz', 'turkish pop', 'turkish rock'];56;turkey;M;0;;1970.0;1996-01-01;2018-12-10;99.0;14;17;30;5;216
497451;['j-pop'];62;japan;F;0;;1977.0;1996-07-22;2019-06-16;99.0;0;21;0;29;438
570406;['deep turkish pop', 'turkish pop', 'turkish rock'];56;turkey;M;0;;1983.0;2008-04-11;2020-05-01;99.0;17;7;29;15;108
556206;['adult standards', 'country rock', 'folk'];66;us;F;0;;1945.0;1971-03-01;2019-10-22;99.0;6;27;14;4;341
1921622;['german soundtrack', 'soundtrack'];79;germany;M;0;;1957.0;2003-12-23;2020-05-09;99.0;0;49;0;0;1029
1162622;['alternative hip hop', 'escape room', 'experimental hip hop'];70;us;M;0;;1994.0;2012-02-11;2020-04-24;99.0;3;5;32;16;74
226805;['adoracao', 'brazilian gospel'];46;brazil;F;0;;1977.0;2001-07-13;2019-07-24;99.0;10;22;22;6;276
823882;['italian arena pop', 'italian pop', 'italian pop rock'];64;italy;M;0;;1960.0;1990-01-01;2019-11-15;99.0;9;21;13;8;348
892077;['alternative dance', 'art pop', 'dance pop'];67;uk;F;0;;1975.0;2004-05-07;2017-02-08;99.0;0;17;1;32;323
295637;['classic bollywood', 'filmi', 'ghazal'];48;india;M;0;;1954.0;2017-01-04;2020-02-11;99.0;0;50;0;0;512
369667;['electro latino', 'latin alternative', 'latin rock'];57;mexico;G;1;1998.0;;2002-01-01;2020-03-13;;4;18;8;24;256
336393;['german hip hop'];61;germany;M;0;;1981.0;2012-01-27;2020-05-22;99.0;0;6;34;20;133
307893;['big room', 'catstep', 'edm'];73;netherlands;G;1;2012.0;;2015-06-02;2020-03-27;;0;1;0;49;79
1611802;['dance pop', 'hip hop', 'hip pop'];69;us;F;0;;1979.0;1994-01-01;2020-05-15;99.0;3;14;0;33;248
958340;['deep german hip hop', 'german hip hop'];71;germany;M;0;;1988.0;2012-01-06;2020-05-29;99.0;0;7;32;15;223
219578;['chamber pop', 'indie anthem-folk', 'indie cafe pop'];64;uk;G;0;;2013.0;2014-07-04;2020-04-01;99.0;19;2;21;25;83
476009;['album rock', 'art rock', 'dance rock'];63;uk;M;0;;1958.0;1983-01-01;2020-05-15;99.0;20;11;27;4;167
254169;['comedy rap', 'gangster rap', 'hip hop'];62;us;M;0;;1974.0;2001-01-01;2020-04-21;99.0;12;18;24;19;321
463742;['emo rap', 'melodic rap', 'pop rap'];78;puerto rico;M;0;;1999.0;2019-05-22;2020-05-31;99.0;6;3;34;37;83
1909772;['canadian latin', 'canadian pop', 'dance pop'];73;canada;F;0;;1978.0;2000-01-01;2018-08-31;99.0;0;28;0;22;477
213940;['post-teen pop', 'vapor pop'];69;us;F;0;;1993.0;2011-01-01;2020-04-11;99.0;29;0;40;12;26
2180905;['brazilian edm', 'funk carioca', 'funk ostentacao'];68;brazil;M;0;;99.0;2016-02-25;2020-05-29;99.0;0;2;0;48;69
403759;['baile pop', 'funk carioca', 'nova mpb'];63;brazil;F;0;;1993.0;2010-09-22;2020-05-08;99.0;7;5;15;17;98
247784;['deep german hip hop', 'german hip hop', 'turkish hip hop'];60;germany;M;0;;1983.0;2002-08-17;2020-05-15;99.0;0;26;0;24;596
4232051;['metropopolis', 'modern rock', 'pop'];81;uk;G;1;2010.0;;2013-01-01;2019-12-06;;0;20;0;30;395
2990719;['latin', 'latin arena pop', 'latin pop'];77;spain;M;0;;1989.0;2011-01-02;2020-04-13;99.0;0;17;1;32;336
440633;['desi hip hop', 'desi pop', 'modern bollywood'];62;india;M;0;;1999.0;2019-01-28;2020-05-23;99.0;0;1;6;22;31
878640;['alternative dance', 'dance-punk', 'disco house'];63;france;G;1;2003.0;;2006-01-01;2019-02-09;;12;10;20;23;180
443462;['chilean rock', 'rap chileno', 'reggae en espanol'];64;chile;G;1;2006.0;;2008-11-09;2020-04-27;;2;4;30;11;78
230082;['brazilian ccm', 'sertanejo'];63;brazil;M;0;;1967.0;1998-01-01;2020-05-06;99.0;4;36;6;9;413
518585;['contemporary country', 'country', 'country pop'];68;us;G;1;2014.0;;2014-04-11;2020-04-10;;23;5;27;12;89
204611;['alternative rock', 'baroque pop', 'chamber pop', 'experimental pop', 'freak folk', 'garage rock', 'indie garage rock', 'indie pop', 'indie rock', 'neo-psychedelic', 'noise pop'];56;us;G;1;2005.0;;2012-07-24;2019-04-26;;4;6;6;10;86
3285112;['hawaiian hip hop', 'pop', 'pop rap'];83;us;M;0;;1992.0;2012-01-24;2020-05-29;99.0;0;14;0;36;240
612102;['anthem worship', 'ccm', 'christian alternative rock'];68;australia;G;1;2007.0;;2012-02-28;2020-05-01;;17;7;19;24;117
713875;['country', 'country dawn', 'dance pop'];64;us;F;0;;1982.0;1996-09-07;2019-09-25;99.0;0;25;0;25;372
1420341;['contemporary country', 'country', 'country road'];73;us;G;1;1990.0;;1991-08-13;2019-11-08;;29;15;32;1;227
208017;['classic country pop', 'country', 'country rock'];57;us;M;0;;1943.0;1973-01-01;2019-11-01;99.0;11;31;16;3;397
1334001;['arabic hip hop', 'francoton', 'french hip hop'];68;france;M;0;;1985.0;2012-05-14;2020-05-29;99.0;7;15;12;24;266
460317;['big room', 'edm', 'progressive house'];62;netherlands;G;1;2007.0;;2009-10-05;2020-05-06;;0;19;0;31;374
398832;['adult standards', 'disco', 'jazz funk'];67;us;M;0;;1943.0;1977-01-01;2019-12-09;99.0;0;50;0;0;529
1008368;['latin', 'latin hip hop', 'rap latina'];63;puerto rico;F;0;;1972.0;1997-02-09;2020-04-10;99.0;0;43;0;7;635
366994;['argentine hip hop', 'trap argentino'];69;argentina;M;0;;1998.0;2017-08-30;2020-05-08;99.0;0;2;9;27;48
299076;['latin rock', 'mexican indie'];67;mexico;M;0;;1985.0;2008-01-01;2020-03-04;99.0;1;5;4;14;96
358331;['turkish hip hop'];61;turkey;M;0;;99.0;2011-02-16;2020-05-08;99.0;1;2;9;28;60
1693681;['axe', 'forro', 'pagode'];60;brazil;G;1;2002.0;;2003-04-15;2018-06-20;;0;18;0;32;322
2019279;['ccm', 'russian ccm', 'world worship'];78;australia;G;1;1983.0;;2002-01-01;2020-04-24;;0;50;0;0;744
1431447;['east coast hip hop', 'hardcore hip hop', 'hip hop'];74;us;M;0;;1972.0;1996-01-01;2020-04-24;99.0;0;27;0;23;474
1542449;['arab pop', 'belly dance', 'egyptian pop'];62;egypt;M;0;;1961.0;1983-01-01;2020-02-17;99.0;0;22;0;28;293
391988;['german hip hop', 'german pop', 'german rock'];61;germany;M;0;;1971.0;2007-05-10;2019-07-05;99.0;2;4;7;9;77
698086;['anthem worship', 'ccm', 'christian alternative rock'];67;us;F;0;;1981.0;2007-01-11;2020-05-22;99.0;14;14;16;20;247
870961;['adult standards', 'easy listening', 'lounge'];69;us;M;0;;1917.0;1963-01-14;2015-05-18;1995.0;0;50;0;0;806
1032402;['big room', 'dance pop', 'edm'];72;us;M;0;;1991.0;2014-05-27;2020-05-05;99.0;0;5;0;45;165
876666;['latin christian', 'latin worship', 'rap conciencia'];66;dominican republic;M;0;;1979.0;2006-01-04;2020-05-28;99.0;0;15;12;26;230
390121;['pop', ' r&b', ' rock'];79;us;F;0;;1969.0;2018-05-03;2020-05-05;99.0;0;0;3;15;26
1139290;['german hip hop'];80;austria;M;0;;1984.0;2008-01-08;2020-01-10;99.0;0;21;0;29;438
223145;['indie pop', 'indie poptimism', 'indietronica'];66;us;G;1;2016.0;;2017-09-22;2020-05-08;;4;1;5;10;37
498145;['alternative dance', 'dance-punk', 'new rave'];68;us;G;1;2001.0;;2004-01-01;2016-10-22;;27;9;32;10;128
241970;['classic soul', 'disco', 'funk'];48;us;G;1;1964.0;;1973-01-01;2018-11-30;;18;26;17;2;250
3887942;['atl hip hop', 'hip hop', 'melodic rap'];89;us;M;0;;1991.0;2016-09-13;2020-05-29;99.0;10;4;19;27;80
269386;['argentine rock', 'cumbia pop', 'latin alternative'];55;argentina;M;0;;1994.0;1996-12-11;2020-05-29;99.0;14;15;24;12;204
2609561;['alternative metal', 'post-grunge'];73;us;G;1;1995.0;;2003-04-03;2020-04-24;;20;12;20;18;193
452142;['alternative hip hop', 'detroit hip hop', 'gangster rap'];72;us;M;0;;1977.0;2000-01-01;2020-02-21;99.0;0;28;0;22;489
1262290;['alternative metal', 'canadian metal', 'canadian rock'];71;us;G;1;1996.0;;2002-01-01;2020-01-31;;0;25;0;25;375
202685;['hip hop', 'uk alternative hip hop', 'uk hip hop'];67;uk;M;0;;1994.0;2015-10-29;2020-05-14;99.0;0;1;11;26;63
739700;['country', 'oklahoma country'];56;us;M;0;;1962.0;2020-03-23;2020-03-23;99.0;11;1;25;0;10
5431371;['dance pop', 'electropop', 'pop'];81;us;F;0;;1987.0;2008-03-22;2020-02-07;99.0;1;7;0;42;184
326349;['desi pop', 'modern bollywood', 'punjabi pop'];57;india;M;0;;1991.0;2014-11-15;2020-05-19;99.0;1;0;11;47;47
995231;['k-hop', 'k-pop', 'korean r&b'];67;us;M;0;;1987.0;2011-04-27;2020-04-25;99.0;0;10;0;40;200
1540054;['bow pop', 'pop violin'];70;us;F;0;;1986.0;2011-09-26;2020-02-14;99.0;1;21;3;27;341
219571;['pop rock'];57;us;M;0;;1967.0;1999-01-19;2019-06-14;99.0;18;8;41;2;183
267307;['christian hip hop', 'christian trap', 'dfw rap'];56;us;M;0;;1987.0;2006-10-07;2020-04-10;99.0;3;7;32;14;116
338058;['crunk', 'dirty south rap', 'gangster rap'];54;us;G;1;1997.0;;1998-01-01;2016-06-24;;23;8;42;0;148
289355;['pop nacional'];42;brazil;F;0;;2000.0;2013-10-15;2019-11-29;99.0;5;3;8;14;69
1963617;['dance pop', 'hip pop', 'neo soul'];69;us;F;0;;1966.0;1982-09-21;2018-11-30;99.0;0;26;0;24;509
214168;['contemporary country', 'country pop', 'country rap', 'country road', 'modern country rock'];60;us;G;1;2004.0;;2009-06-10;2019-07-26;;5;6;22;6;83
417438;['latin', 'latin hip hop', 'reggaeton'];54;puerto rico;G;1;2003.0;;2009-01-03;2020-02-01;;1;1;9;13;27
320985;['brostep', 'catstep', 'complextro'];57;uk;M;0;;1984.0;2008-10-13;2020-05-21;99.0;10;7;25;23;124
