name_original,followers,genres,popularity,nationality,sex,group,founded,born,first_release,last_release,died,compilations,total_albums,total_appears_on,total_singles,total_tracks
mor ve ötesi,823382,"['turkish alternative', 'turkish alternative rock', 'turkish pop']",62,turkey,G,1,1996.0,,1997-12-11,2019-08-06,,6,22,6,22,448
Keane,1863146,"['modern rock', 'neo mellow', 'piano rock']",73,uk,G,1,1995.0,,2004-01-01,2020-01-01,,0,24,0,26,385
Kenia OS,525041,['latin viral pop'],62,mexico,F,0,,1999.0,2018-08-17,2020-05-29,99.0,0,0,1,16,19
YBN Cordae,1014786,"['dmv rap', 'hip hop', 'pop rap']",73,us,M,0,,1997.0,2018-05-16,2020-04-22,99.0,5,3,28,12,65
Poppy,526029,"['dance pop', 'escape room', 'hyperpop']",62,us,F,0,,1995.0,2017-01-31,2020-01-09,99.0,1,4,1,7,57
Sergei Rachmaninoff,339198,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",64,russia,M,0,,1873.0,2018-11-05,2020-05-30,1943.0,0,50,0,0,1089
Demarco Flamenco,306636,"['pop flamenco', 'spanish pop']",64,spain,M,0,,1979.0,2017-01-20,2020-04-29,99.0,5,3,16,16,49
Labrinth,1094977,['pop'],80,uk,M,0,,1989.0,2010-09-26,2019-11-22,99.0,0,6,2,42,168
Bea Miller,1615591,"['dance pop', 'electropop', 'indie poptimism']",75,us,F,0,,1999.0,2014-01-01,2019-11-01,99.0,23,2,27,22,60
DJ Screw,227899,"['chopped and screwed', 'crunk', 'dirty south rap']",49,us,M,0,,1971.0,1995-01-08,2019-12-07,2000.0,6,23,14,16,448
Mr.Rain,501609,"['italian arena pop', 'italian hip hop']",69,italy,M,0,,1991.0,2015-01-01,2020-03-13,99.0,2,3,8,19,63
Macklemore & Ryan Lewis,2483431,"['dance pop', 'pop', 'pop rap']",76,us,G,1,2008.0,,2010-10-20,2016-02-26,,1,6,1,4,91
Lindemann,269371,['neue deutsche harte'],63,germany,M,0,,1963.0,2015-06-30,2020-02-07,99.0,0,2,0,8,38
iKON,2435419,"['k-pop', 'k-pop boy group']",70,south korea,G,1,2015.0,,2015-01-10,2020-02-06,,2,25,3,16,519
Nick Jonas,6017614,"['dance pop', 'pop', 'post-teen pop']",72,us,M,0,,1992.0,2012-08-05,2020-05-20,99.0,0,10,2,38,208
Alvaro Soler,1229715,['latin pop'],71,spain,M,0,,1991.0,2015-04-24,2020-04-02,99.0,0,4,5,41,147
Juice WRLD,8988514,"['chicago rap', 'melodic rap']",95,us,M,0,,1998.0,2018-04-05,2020-05-29,99.0,12,4,23,23,100
Carlos Sadness,236646,"['spanish indie pop', 'spanish pop']",65,spain,M,0,,1987.0,2010-12-26,2020-05-13,99.0,3,4,23,29,93
Ceg,291142,"['turkish hip hop', 'turkish trap']",63,turkey,M,0,,99.0,2018-03-16,2020-04-17,99.0,0,1,3,9,20
Sinead Harnett,218718,"['alternative r&b', 'gauze pop', 'indie r&b']",63,uk,F,0,,1989.0,2013-01-01,2020-05-22,99.0,4,3,17,36,97
Rex Orange County,1988869,"['bedroom pop', 'indie r&b', 'pop']",81,uk,M,0,,1998.0,2016-07-11,2020-04-17,99.0,1,3,5,14,44
Yngwie Malmsteen,245527,"['album rock', 'hard rock', 'instrumental rock', 'metal', 'metal guitar', 'neo classical metal', 'power metal', 'progressive metal', 'rock', 'shred', 'speed metal', 'swedish hard rock']",53,sweden,M,0,,1963.0,1986-01-01,2019-10-11,99.0,5,39,0,6,545
Josman,257680,"['french hip hop', 'pop urbaine', 'rap conscient']",69,france,M,0,,1992.0,2015-09-02,2020-03-06,99.0,1,6,5,12,108
Gareth Emery,219653,"['big room', 'edm', 'progressive electro house']",65,uk,M,0,,1980.0,2010-09-23,2020-05-15,99.0,0,14,0,36,295
Plan B,1067874,"['latin', 'perreo', 'reggaeton']",74,puerto rico,G,1,1999.0,,2002-10-17,2020-05-20,,14,6,23,22,114
Reto,468635,"['polish hip hop', 'polish trap']",65,poland,M,0,,1995.0,2016-06-06,2020-04-21,99.0,0,5,28,30,103
La Arrolladora Banda El Limón De Rene Camacho,3154169,"['banda', 'grupera', 'norteno']",77,mexico,G,1,1997.0,,2009-01-01,2019-09-20,,0,50,0,0,877
O Teatro Mágico,295746,"['brazilian rock', 'mpb', 'nova mpb']",51,brazil,G,1,2003.0,,2016-09-01,2020-04-03,,1,9,7,14,154
SLANDER,202685,"['brostep', 'edm', 'electro house']",71,us,G,1,2010.0,,2016-11-18,2020-05-21,,0,1,0,49,84
Anna Clendening,200924,"['pop', 'post-teen pop', 'social media pop', 'viral pop']",70,us,F,0,,1993.0,2014-02-07,2020-05-15,99.0,0,0,13,30,82
State Champs,232096,"['anthem emo', 'pixie', 'pop punk']",60,us,G,1,2010.0,,2010-08-17,2019-11-08,,5,9,9,14,130
Tainá Costa,294906,"['baile pop', 'funk carioca']",57,brazil,F,0,,1997.0,2018-07-05,2020-04-17,99.0,0,0,4,26,30
MC PH,227183,"['funk carioca', 'funk ostentacao']",53,brazil,M,0,,99.0,2016-09-26,2020-05-16,99.0,0,0,0,50,54
Capital Bra,3281709,['german hip hop'],82,germany,M,0,,1994.0,2016-01-29,2020-05-29,99.0,2,7,9,35,233
Jesse & Joy,3527849,"['latin', 'latin arena pop', 'latin pop']",77,mexico,G,1,2005.0,,2006-07-18,2020-05-08,,0,14,0,36,246
MC Rahell,291601,['funk carioca'],45,brazil,M,0,,99.0,2019-01-19,2020-05-05,99.0,0,1,0,49,57
Hanybal,269197,"['deep german hip hop', 'german cloud rap', 'german hip hop']",64,germany,M,0,,1983.0,2015-02-27,2020-04-16,99.0,0,4,33,23,111
Nujabes,425518,"['chillhop', 'downtempo', 'japanese chillhop']",64,japan,M,0,,1974.0,2003-08-21,2020-04-10,2010.0,4,7,10,1,113
Luke Bryan,5200602,"['contemporary country', 'country', 'country road']",79,us,M,0,,1976.0,2007-01-01,2020-03-13,99.0,18,16,22,11,252
Elephant Man,203512,"['dancehall', 'old school dancehall', 'reggae fusion']",56,jamaica,M,0,,1975.0,2000-01-01,2020-05-06,99.0,0,15,0,35,266
Kim Walker-Smith,240694,"['anthem worship', 'ccm', 'christian music']",63,us,F,0,,1981.0,2008-05-02,2020-05-15,99.0,31,6,41,8,76
Halsey,10254793,"['dance pop', 'electropop', 'etherpop']",90,us,F,0,,1994.0,2014-07-15,2020-05-01,99.0,0,11,5,34,216
Mala Rodríguez,309916,"['latin alternative', 'latin hip hop', 'rap latina']",65,spain,F,0,,1979.0,2003-01-01,2020-05-28,99.0,2,12,18,20,187
Devi Sri Prasad,950145,"['deep indian pop', 'filmi', 'modern bollywood']",58,india,M,0,,1979.0,2004-10-15,2019-07-31,99.0,0,50,0,0,463
George Michael,2352454,"['europop', 'new wave pop', 'soft rock']",75,uk,M,0,,1963.0,1987-10-30,2020-02-28,2016.0,2,11,0,37,260
Mondo Marcio,229360,"['italian hip hop', 'italian pop', 'italian underground hip hop']",55,italy,M,0,,1986.0,2004-01-01,2020-05-22,99.0,11,13,27,10,247
Inner Circle,222078,"['reggae', 'reggae fusion', 'roots reggae']",63,jamaica,G,1,1968.0,,1976-01-01,2019-10-04,,4,14,18,19,185
Christine D'Clario,580814,"['latin christian', 'latin worship']",66,us,F,0,,1982.0,2006-01-31,2020-05-18,99.0,0,9,0,41,278
Daryl Hall & John Oates,1145307,"['album rock', 'classic rock', 'folk rock']",75,us,G,1,1970.0,,1972-01-01,2019-11-12,,5,38,0,6,490
Ronnie Flex,554968,"['dutch hip hop', 'dutch pop', 'dutch urban']",73,netherlands,M,0,,1992.0,2013-01-01,2020-05-28,99.0,5,5,10,35,126
Los Huracanes del Norte,818165,"['banda', 'cumbia', 'grupera']",67,mexico,G,1,1969.0,,2015-02-20,2019-12-23,,0,50,0,0,690
Tevin Campbell,505196,"['dance pop', 'hip pop', 'neo soul']",57,us,M,0,,1976.0,1991-01-01,2020-05-22,99.0,6,3,41,5,46
Santa Fe Klan,721909,"['mexican hip hop', 'perreo']",73,mexico,M,0,,1999.0,2016-10-20,2020-05-30,99.0,0,7,0,43,141
Fever Ray,303330,"['alternative dance', 'art pop', 'dream pop']",55,sweden,G,1,1975.0,,2009-01-01,2019-12-13,,0,24,0,26,366
Gorilla Zoe,502466,"['atl hip hop', 'crunk', 'dirty south rap']",56,us,M,0,,1982.0,2007-09-24,2020-05-29,99.0,0,48,0,2,648
Johnny Winter,301371,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'rock', 'texas blues']",51,us,M,0,,1944.0,1973-01-01,2019-11-15,2014.0,0,50,0,0,618
Madcon,315090,"['dance pop', 'norwegian hip hop', 'pop rap']",66,norway,G,1,1992.0,,2004-01-01,2019-08-16,,0,20,0,30,330
Adina Howard,205504,"['hip pop', 'new jack swing', 'r&b']",50,us,F,0,,1973.0,1995-01-01,2020-05-29,99.0,5,6,36,8,95
POLLO,383117,"['brazilian hip hop', 'funk carioca', 'funk ostentacao']",49,brazil,G,1,2010.0,,2012-07-12,2020-05-15,,5,3,18,23,62
D-Block Europe,247263,['uk hip hop'],74,uk,G,1,2014.0,,2017-02-19,2020-05-01,,0,4,14,30,105
Mazzy Star,396628,"['alternative rock', 'dream pop', 'melancholia']",63,us,G,1,1989.0,,1990-01-01,2019-06-10,,35,4,40,6,59
Alexandre Pires,309495,"['axe', 'pagode']",62,brazil,M,0,,1976.0,2000-08-10,2020-05-04,99.0,0,26,13,15,403
Tracy Byrd,415595,"['contemporary country', 'country', 'country road']",61,us,M,0,,1966.0,1993-01-01,2019-12-27,99.0,28,13,30,5,156
f(x),781338,"['k-pop', 'k-pop girl group']",57,south korea,G,1,2009.0,,2009-01-09,2016-11-02,,1,5,1,8,81
Eyshila,860143,"['adoracao', 'brazilian gospel']",53,brazil,F,0,,1972.0,1996-01-01,2020-05-20,99.0,0,30,5,15,401
Yung Lean,420327,"['dark trap', 'emo rap', 'underground hip hop']",66,sweden,M,0,,1996.0,2013-08-16,2020-05-15,99.0,0,7,20,32,134
Miranda Lambert,2256643,"['contemporary country', 'country', 'country dawn']",72,us,F,0,,1983.0,2005-01-01,2019-11-01,99.0,22,9,34,7,149
Cynthia Luz,486955,"['brazilian edm', 'brazilian hip hop', 'r&b brasileiro']",70,brazil,F,0,,1994.0,2017-07-15,2020-05-22,99.0,1,3,8,41,69
Run–D.M.C.,737611,"['east coast hip hop', 'hardcore hip hop', 'hip hop']",65,us,G,1,1983.0,,1984-01-01,2019-05-31,,11,33,1,5,449
K/DA,375136,['k-pop girl group'],61,99,G,1,2018.0,,2018-03-11,2018-11-03,,0,0,0,1,1
Macklemore,1544067,['pop rap'],78,us,M,0,,1983.0,2005-01-01,2019-12-31,99.0,5,3,26,22,95
CPM 22,597894,"['brazilian emo', 'brazilian hardcore', 'brazilian rock']",60,brazil,G,1,1995.0,,2001-01-01,2018-12-14,,13,11,15,9,214
Polyphia,260470,['instrumental rock'],62,us,G,1,2010.0,,2013-04-21,2019-10-28,,2,9,5,14,128
Sharon Van Etten,303422,"['art pop', 'chamber pop', 'chamber psych']",64,us,F,0,,1981.0,2010-01-26,2020-05-15,99.0,2,8,15,30,157
Elaine Martins,466180,['brazilian gospel'],51,brazil,F,0,,1982.0,2000-01-01,2020-05-08,99.0,5,11,15,25,186
ZICO,661872,"['k-pop', 'korean pop', 'korean r&b']",71,south korea,M,0,,1992.0,2014-07-11,2020-05-16,99.0,8,0,32,30,66
Nach,602602,"['mexican hip hop', 'rap conciencia', 'spanish hip hop']",63,spain,M,0,,1974.0,2003-07-26,2020-03-11,99.0,5,8,35,14,158
Hornet La Frappe,1073347,"['french hip hop', 'pop urbaine', 'rap francais']",71,france,M,0,,1991.0,2017-12-01,2020-05-26,99.0,19,5,22,24,95
Andre Hazes,353957,"['dutch pop', 'dutch rock', 'levenslied']",66,netherlands,M,0,,1951.0,1977-01-01,2020-02-28,2004.0,0,43,0,7,799
Edson Gomes,225219,"['axe', 'brazilian reggae']",51,brazil,M,0,,1955.0,1988-01-03,2016-08-19,99.0,4,7,13,1,101
John Lennon,3334406,"['album rock', 'art rock', 'classic rock']",73,uk,M,0,,1940.0,1968-11-29,2020-04-17,1980.0,16,15,25,5,244
Chris Isaak,218459,['mellow gold'],65,us,M,0,,1956.0,1985-01-01,2020-02-26,99.0,9,30,13,6,456
Zé Felipe,1234477,"['funk carioca', 'sertanejo pop', 'sertanejo universitario']",65,brazil,M,0,,1998.0,2014-10-28,2020-03-13,99.0,4,4,24,16,74
3OH!3,628202,"['dance pop', 'electropowerpop', 'pop']",65,us,G,1,2004.0,,2007-07-23,2016-09-02,,0,17,0,33,275
Brent Faiyaz,590373,"['alternative r&b', 'dmv rap', 'rap']",78,us,M,0,,1995.0,2015-01-21,2020-02-07,99.0,2,2,20,21,84
Quality Control,564116,"['hip hop', 'melodic rap', 'pop rap']",74,us,G,1,2017.0,,2017-08-25,2020-02-21,,19,4,25,26,158
The Whispers,323468,"['classic soul', 'disco', 'funk']",55,us,G,1,1963.0,,1972-01-01,2020-01-31,,15,31,0,4,382
Alabama,656396,"['country', 'country road', 'country rock']",68,us,G,1,1969.0,,1979-12-28,2017-10-06,,3,41,0,6,672
Kirko Bangz,526190,"['deep pop r&b', 'dirty south rap', 'pop rap']",56,us,M,0,,1989.0,2010-09-05,2020-05-30,99.0,1,8,7,38,178
Madlib,214735,"['alternative hip hop', 'funk', 'hip hop']",66,us,M,0,,1973.0,1999-06-04,2020-01-31,99.0,0,38,0,12,791
KB,235016,"['christian hip hop', 'christian trap']",62,us,M,0,,1988.0,2012-07-17,2020-05-22,99.0,1,5,23,32,115
Guus Meeuwis,246684,"['dutch pop', 'dutch rock']",65,netherlands,M,0,,1972.0,1995-01-01,2020-01-10,99.0,0,19,0,31,346
Kero Kero Bonito,221047,"['dance pop', 'escape room', 'future funk', 'hyperpop', 'japanese electropop']",60,uk,G,1,2011.0,,2013-04-17,2020-02-24,,2,6,9,36,152
Bassjackers,606679,"['bass trap', 'big room', 'dance pop']",67,netherlands,G,1,2007.0,,2017-08-09,2020-05-22,,0,1,0,49,78
Michael Bolton,909710,"['adult standards', 'soft rock']",68,us,M,0,,1953.0,1975-01-02,2019-03-20,99.0,7,36,0,7,435
Heuss L'enfoiré,660410,"['french hip hop', 'pop urbaine']",76,france,M,0,,1992.0,2017-11-22,2020-03-18,99.0,37,1,43,6,21
cupcakKe,370832,"['chicago rap', 'escape room', 'pop']",57,us,F,0,,1997.0,2015-09-10,2020-05-31,99.0,0,6,23,30,108
Benji & Fede,833134,"['italian arena pop', 'italian pop']",66,italy,G,1,2011.0,,2014-01-01,2019-12-06,,1,6,9,13,88
Zion.T,350050,"['k-hop', 'k-indie', 'k-pop']",60,south korea,M,0,,1989.0,2012-07-13,2020-05-11,99.0,7,3,31,24,77
DJ Nelson,507233,"['latin', 'latin hip hop', 'perreo']",70,puerto rico,M,0,,1972.0,1997-01-01,2020-05-28,99.0,0,26,0,24,460
CHANYEOL,812589,['k-pop'],62,south korea,M,0,,1992.0,2016-05-25,2020-05-12,99.0,3,0,14,12,28
Molly Hatchet,290877,"['album rock', 'blues rock', 'classic rock']",52,us,G,1,1971.0,,1978-01-01,2019-11-29,,26,18,20,6,228
Excision,512959,"['brostep', 'canadian electronic', 'edm']",66,canada,M,0,,1986.0,2008-08-14,2020-04-03,99.0,0,10,0,40,207
Billy Currington,1698177,"['contemporary country', 'country', 'country road']",70,us,M,0,,1973.0,2003-01-01,2019-07-19,99.0,29,9,31,9,114
Kelly Price,556163,"['deep pop r&b', 'hip pop', 'neo soul']",53,us,F,0,,1973.0,1998-01-01,2020-05-08,99.0,11,8,31,10,114
Ozzy Osbourne,2816761,"['album rock', 'birmingham metal', 'hard rock']",78,uk,M,0,,1948.0,1980-09-20,2020-02-21,99.0,17,20,17,9,256
Chris Cornell,1206292,"['alternative metal', 'alternative rock', 'grunge']",64,us,M,0,,1964.0,1999-01-01,2019-09-20,2017.0,7,17,8,25,340
Brantley Gilbert,1902583,"['contemporary country', 'country', 'country road']",72,us,M,0,,1985.0,2009-01-01,2019-10-04,99.0,15,14,31,9,271
Pharrell Williams,3091993,"['dance pop', 'pop', 'pop rap']",80,us,M,0,,1973.0,2004-01-01,2020-02-14,99.0,4,6,13,26,145
St. Vincent,563801,"['art pop', 'chamber pop', 'electropop']",63,us,F,0,,1982.0,2007-04-06,2020-05-08,99.0,16,12,18,20,178
WALK THE MOON,1561201,"['indie pop', 'indie poptimism', 'modern alternative rock']",72,us,G,1,2006.0,,2012-07-02,2019-08-23,,24,6,33,15,114
Dido,951710,"['dance pop', 'new wave pop', 'pop rock']",71,uk,F,0,,1971.0,1999-01-01,2020-05-29,99.0,0,30,0,20,435
Lorenzo Fragola,330542,"['italian arena pop', 'italian pop']",53,italy,M,0,,1995.0,2014-05-12,2019-05-31,99.0,1,3,6,10,52
JAY-Z,5282550,"['east coast hip hop', 'hip hop', 'pop rap']",85,us,M,0,,1969.0,1997-04-11,2017-07-07,99.0,0,50,0,0,770
Seu Jorge,728612,"['mpb', 'samba', 'samba-rock']",66,brazil,M,0,,1970.0,2001-01-01,2020-03-27,99.0,5,21,10,19,302
Goldfrapp,376867,"['alternative dance', 'art pop', 'big beat']",57,uk,G,1,1999.0,,2000-01-09,2018-11-30,,0,27,0,23,375
JUNIOR CALLY,324331,['italian hip hop'],59,italy,M,0,,1991.0,2017-11-17,2020-05-15,99.0,0,3,9,11,53
Britney Spears,7217706,"['dance pop', 'pop', 'pop rap']",81,us,F,0,,1981.0,1999-12-01,2020-05-29,99.0,1,15,0,34,372
Natti Natasha,4195673,"['latin', 'latin pop', 'rap latina']",86,dominican republic,F,0,,1986.0,2012-03-28,2020-05-15,99.0,10,2,19,28,52
Djonga,656164,"['afrofuturismo brasileiro', 'brazilian hip hop']",74,brazil,M,0,,1994.0,2015-05-08,2020-05-08,99.0,0,7,11,34,118
The Roots,874904,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop']",64,us,G,1,1987.0,,1994-05-04,2020-01-24,,0,36,0,14,549
Miky Woodz,991056,"['latin', 'latin hip hop', 'reggaeton']",76,puerto rico,M,0,,1991.0,2015-09-21,2020-05-15,99.0,0,5,0,45,98
Nelson Velasquez,322019,['vallenato'],45,colombia,M,0,,1973.0,2005-05-02,2019-07-12,99.0,6,3,16,4,46
Kris Kross,227309,"['hip hop', 'new jack swing', 'rap']",54,us,G,1,1992.0,,1992-01-01,1996-01-09,,25,3,30,8,72
Mau y Ricky,1832667,"['latin', 'latin pop', 'reggaeton']",80,venezuela,G,1,2011.0,,2016-04-15,2020-05-15,,21,1,29,21,38
Elefante,972290,"['latin', 'latin alternative', 'latin arena pop']",70,us,M,0,,1958.0,2001-10-23,2020-04-19,99.0,13,10,20,13,141
Psirico,265716,"['axe', 'forro', 'funk carioca']",63,brazil,G,1,2002.0,,2012-04-08,2020-05-23,,0,34,0,16,829
Abhijeet,572086,"['desi pop', 'filmi', 'indian folk']",55,india,M,0,,1958.0,1971-01-01,2020-04-15,99.0,0,48,0,2,439
Brytiago,2336541,"['latin', 'reggaeton', 'reggaeton flow']",81,puerto rico,M,0,,1992.0,2016-07-22,2020-05-01,99.0,0,0,0,50,50
Jedi Mind Tricks,263982,"['conscious hip hop', 'hardcore hip hop', 'hip hop']",57,us,G,1,1996.0,,2003-01-01,2018-06-22,,1,15,10,12,311
KęKę,246175,"['polish hip hop', 'south african gospel']",57,us,F,0,,1993.0,2013-04-11,2020-05-21,99.0,0,5,23,16,89
Niro,541538,"['french hip hop', 'pop urbaine', 'rap francais']",64,france,M,0,,1987.0,2007-09-17,2020-04-19,99.0,2,16,14,22,294
Inimigos Da HP,266192,"['axe', 'pagode', 'pagode baiano']",51,brazil,G,1,1999.0,,2004-01-01,2020-02-19,,3,6,8,13,102
Shenandoah,217924,"['country', 'country road', 'country rock']",55,us,G,1,1984.0,,1989-01-01,2019-10-25,,14,10,17,10,130
Avril Lavigne,5741704,"['canadian pop', 'candy pop', 'dance pop']",79,canada,F,0,,1984.0,2002-04-06,2020-04-24,99.0,6,8,12,31,191
PJ Harvey,594567,"['alternative rock', 'art pop', 'art rock']",62,uk,F,0,,1969.0,1991-09-30,2020-05-28,99.0,1,22,1,27,328
Class A,822027,['brazilian hip hop'],50,brazil,G,1,2016.0,,2016-12-26,2018-12-17,,1,0,19,15,23
Lil Scrappy,430861,"['atl hip hop', 'crunk', 'dirty south rap']",55,us,M,0,,1984.0,2003-02-09,2019-02-25,99.0,0,21,0,29,449
Plies,1080758,"['dance pop', 'dirty south rap', 'gangster rap']",67,us,M,0,,1976.0,2005-01-03,2019-11-08,99.0,0,30,0,20,432
Tribo da Periferia,1625893,"['brasilia hip hop', 'brazilian edm']",69,brazil,G,1,1997.0,,2003-10-07,2020-05-29,,0,8,7,38,153
Kenan Doğulu,533511,['turkish pop'],61,turkey,M,0,,1974.0,1993-08-09,2020-04-17,99.0,1,25,4,20,347
Gisele Nascimento,281612,['brazilian gospel'],43,brazil,F,0,,1983.0,2008-08-08,2020-04-14,99.0,6,13,20,8,161
Enrique Guzman,246407,"['bolero', 'latin pop', 'mexican rock-and-roll']",56,mexico,M,0,,1943.0,1960-01-01,2019-07-12,99.0,3,35,10,8,618
Hot Chip,521568,"['alternative dance', 'dance pop', 'dance-punk']",63,uk,G,1,2000.0,,2000-01-01,2019-12-13,,0,18,0,32,341
Lianne La Havas,533200,"['british soul', 'indie r&b', 'indie soul']",64,uk,F,0,,1989.0,2011-10-10,2020-05-18,99.0,2,10,9,31,188
Peabo Bryson,255384,"['adult standards', 'new jack swing', 'quiet storm']",62,us,M,0,,1951.0,1978-01-16,2018-12-07,1965.0,13,22,15,5,231
MC Maneirinho,289410,"['funk bh', 'funk carioca', 'funk ostentacao']",58,brazil,M,0,,1995.0,2014-11-03,2020-03-13,99.0,0,2,14,41,68
La Santa Grifa,636128,"['mexican hip hop', 'perreo']",64,mexico,G,1,99.0,,2015-04-20,2020-05-22,,0,18,2,31,322
Fred Hammond,276675,['gospel'],58,us,M,0,,1960.0,1991-05-28,2020-04-24,99.0,6,21,8,18,334
Daya,1078096,"['dance pop', 'electropop', 'indie poptimism']",76,us,F,0,,1998.0,2016-08-30,2020-04-24,99.0,10,3,18,30,75
Yaşar,209218,"['turkish jazz', 'turkish pop', 'turkish rock']",56,turkey,M,0,,1970.0,1996-01-01,2018-12-10,99.0,14,17,30,5,216
Namie Amuro,497451,['j-pop'],62,japan,F,0,,1977.0,1996-07-22,2019-06-16,99.0,0,21,0,29,438
Murat Dalkılıç,570406,"['deep turkish pop', 'turkish pop', 'turkish rock']",56,turkey,M,0,,1983.0,2008-04-11,2020-05-01,99.0,17,7,29,15,108
Carly Simon,556206,"['adult standards', 'country rock', 'folk']",66,us,F,0,,1945.0,1971-03-01,2019-10-22,99.0,6,27,14,4,341
Hans Zimmer,1921622,"['german soundtrack', 'soundtrack']",79,germany,M,0,,1957.0,2003-12-23,2020-05-09,99.0,0,49,0,0,1029
Earl Sweatshirt,1162622,"['alternative hip hop', 'escape room', 'experimental hip hop']",70,us,M,0,,1994.0,2012-02-11,2020-04-24,99.0,3,5,32,16,74
Jozyanne,226805,"['adoracao', 'brazilian gospel']",46,brazil,F,0,,1977.0,2001-07-13,2019-07-24,99.0,10,22,22,6,276
Ligabue,823882,"['italian arena pop', 'italian pop', 'italian pop rock']",64,italy,M,0,,1960.0,1990-01-01,2019-11-15,99.0,9,21,13,8,348
M.I.A.,892077,"['alternative dance', 'art pop', 'dance pop']",67,uk,F,0,,1975.0,2004-05-07,2017-02-08,99.0,0,17,1,32,323
Suresh Wadkar,295637,"['classic bollywood', 'filmi', 'ghazal']",48,india,M,0,,1954.0,2017-01-04,2020-02-11,99.0,0,50,0,0,512
Kinky,369667,"['electro latino', 'latin alternative', 'latin rock']",57,mexico,G,1,1998.0,,2002-01-01,2020-03-13,,4,18,8,24,256
XATAR,336393,['german hip hop'],61,germany,M,0,,1981.0,2012-01-27,2020-05-22,99.0,0,6,34,20,133
Vicetone,307893,"['big room', 'catstep', 'edm']",73,netherlands,G,1,2012.0,,2015-06-02,2020-03-27,,0,1,0,49,79
Brandy,1611802,"['dance pop', 'hip hop', 'hip pop']",69,us,F,0,,1979.0,1994-01-01,2020-05-15,99.0,3,14,0,33,248
KC Rebell,958340,"['deep german hip hop', 'german hip hop']",71,germany,M,0,,1988.0,2012-01-06,2020-05-29,99.0,0,7,32,15,223
Aquilo,219578,"['chamber pop', 'indie anthem-folk', 'indie cafe pop']",64,uk,G,0,,2013.0,2014-07-04,2020-04-01,99.0,19,2,21,25,83
Paul Young,476009,"['album rock', 'art rock', 'dance rock']",63,uk,M,0,,1958.0,1983-01-01,2020-05-15,99.0,20,11,27,4,167
Afroman,254169,"['comedy rap', 'gangster rap', 'hip hop']",62,us,M,0,,1974.0,2001-01-01,2020-04-21,99.0,12,18,24,19,321
iann dior,463742,"['emo rap', 'melodic rap', 'pop rap']",78,puerto rico,M,0,,1999.0,2019-05-22,2020-05-31,99.0,6,3,34,37,83
Nelly Furtado,1909772,"['canadian latin', 'canadian pop', 'dance pop']",73,canada,F,0,,1978.0,2000-01-01,2018-08-31,99.0,0,28,0,22,477
Naomi Scott,213940,"['post-teen pop', 'vapor pop']",69,us,F,0,,1993.0,2011-01-01,2020-04-11,99.0,29,0,40,12,26
Mc Davi,2180905,"['brazilian edm', 'funk carioca', 'funk ostentacao']",68,brazil,M,0,,99.0,2016-02-25,2020-05-29,99.0,0,2,0,48,69
Manu Gavassi,403759,"['baile pop', 'funk carioca', 'nova mpb']",63,brazil,F,0,,1993.0,2010-09-22,2020-05-08,99.0,7,5,15,17,98
Eko Fresh,247784,"['deep german hip hop', 'german hip hop', 'turkish hip hop']",60,germany,M,0,,1983.0,2002-08-17,2020-05-15,99.0,0,26,0,24,596
Bastille,4232051,"['metropopolis', 'modern rock', 'pop']",81,uk,G,1,2010.0,,2013-01-01,2019-12-06,,0,20,0,30,395
Pablo Alborán,2990719,"['latin', 'latin arena pop', 'latin pop']",77,spain,M,0,,1989.0,2011-01-02,2020-04-13,99.0,0,17,1,32,336
Jass Manak,440633,"['desi hip hop', 'desi pop', 'modern bollywood']",62,india,M,0,,1999.0,2019-01-28,2020-05-23,99.0,0,1,6,22,31
Justice,878640,"['alternative dance', 'dance-punk', 'disco house']",63,france,G,1,2003.0,,2006-01-01,2019-02-09,,12,10,20,23,180
Movimiento Original,443462,"['chilean rock', 'rap chileno', 'reggae en espanol']",64,chile,G,1,2006.0,,2008-11-09,2020-04-27,,2,4,30,11,78
Padre Marcelo Rossi,230082,"['brazilian ccm', 'sertanejo']",63,brazil,M,0,,1967.0,1998-01-01,2020-05-06,99.0,4,36,6,9,413
Maddie & Tae,518585,"['contemporary country', 'country', 'country pop']",68,us,G,1,2014.0,,2014-04-11,2020-04-10,,23,5,27,12,89
Foxygen,204611,"['alternative rock', 'baroque pop', 'chamber pop', 'experimental pop', 'freak folk', 'garage rock', 'indie garage rock', 'indie pop', 'indie rock', 'neo-psychedelic', 'noise pop']",56,us,G,1,2005.0,,2012-07-24,2019-04-26,,4,6,6,10,86
